1	20.9306
2	20.9292
3	20.9258
4	20.9289
5	20.9293
6	20.9266
7	20.9295
8	20.9303
9	20.9293
10	20.9279
11	20.9279
12	20.9328
13	20.9300
14	20.9303
15	20.9308
16	20.9289
17	20.9321
18	20.9260
19	20.9295
20	20.9325
21	20.9299
22	20.9294
23	20.9364
24	20.9277
25	20.9300
26	20.9307
27	20.9285
28	20.9322
29	20.9319
30	20.9286
31	20.9308
32	20.9337
33	20.9290
34	20.9276
35	20.9273
36	20.9283
37	20.9291
38	20.9313
39	20.9304
40	20.9298
41	20.9302
42	20.9303
43	20.9320
44	20.9296
45	20.9326
46	20.9261
47	20.9210
48	20.9247
49	20.9203
50	20.9216
51	20.9193
52	20.9150
53	20.9109
54	20.9092
55	20.9096
56	20.8983
57	20.9053
58	20.9017
59	20.8990
60	20.8950
61	20.8931
62	20.8954
63	20.8889
64	20.8859
65	20.8915
66	20.8836
67	20.8781
68	20.8776
69	20.8728
70	20.8777
71	20.8719
72	20.8735
73	20.8666
74	20.8649
75	20.8646
76	20.8605
77	20.8569
78	20.8571
79	20.8609
80	20.8590
81	20.8606
82	20.8595
83	20.8570
84	20.8629
85	20.8615
86	20.8595
87	20.8596
88	20.8578
89	20.8588
90	20.8595
91	20.8617
92	20.8618
93	20.8583
94	20.8606
95	20.8645
96	20.8639
97	20.8637
98	20.8641
99	20.8604
100	20.8621
101	20.8639
102	20.8616
103	20.8644
104	20.8602
105	20.8631
106	20.8662
107	20.8662
108	20.8643
109	20.8622
110	20.8683
111	20.8626
112	20.8588
113	20.8537
114	20.8551
115	20.8535
116	20.8504
117	20.8487
118	20.8446
119	20.8435
120	20.8443
121	20.8410
122	20.8379
123	20.8371
124	20.8364
125	20.8279
126	20.8312
127	20.8335
128	20.8347
129	20.8296
130	20.8343
131	20.8322
132	20.8361
133	20.8364
134	20.8351
135	20.8331
136	20.8357
137	20.8361
138	20.8338
139	20.8339
140	20.8344
141	20.8346
142	20.8345
143	20.8344
144	20.8348
145	20.8273
146	20.8274
147	20.8263
148	20.8243
149	20.8249
150	20.8202
151	20.8214
152	20.8155
153	20.8134
154	20.8109
155	20.8118
156	20.8108
157	20.8045
158	20.8095
159	20.8024
160	20.8068
161	20.8062
162	20.8046
163	20.8070
164	20.8091
165	20.8059
166	20.8066
167	20.8102
168	20.8106
169	20.8079
170	20.8125
171	20.8155
172	20.8116
173	20.8130
174	20.8088
175	20.8088
176	20.8053
177	20.8090
178	20.8051
179	20.8027
180	20.7999
181	20.7988
182	20.7980
183	20.7995
184	20.7973
185	20.7995
186	20.8004
187	20.7984
188	20.7961
189	20.8019
190	20.8017
191	20.7962
192	20.7960
193	20.7924
194	20.7943
195	20.7912
196	20.7843
197	20.7867
198	20.7860
199	20.7887
200	20.7864
201	20.7858
202	20.7916
203	20.7921
204	20.7867
205	20.7883
206	20.7891
207	20.7884
208	20.7884
209	20.7812
210	20.7817
211	20.7813
212	20.7788
213	20.7756
214	20.7727
215	20.7758
216	20.7770
217	20.7759
218	20.7812
219	20.7798
220	20.7763
221	20.7794
222	20.7784
223	20.7735
224	20.7783
225	20.7717
226	20.7685
227	20.7712
228	20.7717
229	20.7628
230	20.7713
231	20.7652
232	20.7652
233	20.7690
234	20.7671
235	20.7684
236	20.7657
237	20.7693
238	20.7664
239	20.7686
240	20.7679
241	20.7650
242	20.7630
243	20.7621
244	20.7643
245	20.7623
246	20.7691
247	20.7599
248	20.7612
249	20.7574
250	20.7542
251	20.7610
252	20.7575
253	20.7589
254	20.7583
255	20.7607
256	20.7549
257	20.7548
258	20.7543
259	20.7566
260	20.7575
261	20.7551
262	20.7558
263	20.7566
264	20.7533
265	20.7499
266	20.7486
267	20.7518
268	20.7513
269	20.7512
270	20.7491
271	20.7504
272	20.7463
273	20.7497
274	20.7468
275	20.7430
276	20.7465
277	20.7488
278	20.7487
279	20.7457
280	20.7460
281	20.7404
282	20.7432
283	20.7410
284	20.7443
285	20.7440
286	20.7456
287	20.7411
288	20.7392
289	20.7367
290	20.7396
291	20.7390
292	20.7355
293	20.7407
294	20.7427
295	20.7353
296	20.7372
297	20.7368
298	20.7350
299	20.7354
300	20.7344
301	20.7354
