1	20.9306	0.0283
2	20.9272	0.0351
3	20.9208	0.0384
4	20.9219	0.0404
5	20.9193	0.0417
6	20.9146	0.0430
7	20.9155	0.0446
8	20.9133	0.0498
9	20.9103	0.0564
10	20.9069	0.0555
11	20.9039	0.0537
12	20.9068	0.0574
13	20.9020	0.0613
14	20.8993	0.0634
15	20.8978	0.0644
16	20.8939	0.0686
17	20.8951	0.0661
18	20.8860	0.0703
19	20.8875	0.0726
20	20.8885	0.0754
21	20.8839	0.0766
22	20.8804	0.0820
23	20.8854	0.0796
24	20.8747	0.0877
25	20.8750	0.0851
26	20.8737	0.0889
27	20.8685	0.0922
28	20.8702	0.0895
29	20.8679	0.0962
30	20.8626	0.0971
31	20.8628	0.1011
32	20.8637	0.1030
33	20.8560	0.1047
34	20.8526	0.1040
35	20.8503	0.1082
36	20.8493	0.1113
37	20.8481	0.1124
38	20.8483	0.1120
39	20.8454	0.1145
40	20.8428	0.1162
41	20.8412	0.1193
42	20.8393	0.1208
43	20.8380	0.1232
44	20.8336	0.1278
45	20.8346	0.1297
46	20.8271	0.1290
47	20.8230	0.1334
48	20.8267	0.1371
49	20.8223	0.1402
50	20.8236	0.1429
51	20.8213	0.1444
52	20.8160	0.1452
53	20.8129	0.1508
54	20.8102	0.1517
55	20.8096	0.1563
56	20.7983	0.1554
57	20.8043	0.1603
58	20.7997	0.1619
59	20.7970	0.1699
60	20.7920	0.1688
61	20.7891	0.1722
62	20.7904	0.1760
63	20.7839	0.1771
64	20.7799	0.1803
65	20.7845	0.1862
66	20.7756	0.1859
67	20.7701	0.1908
68	20.7686	0.1941
69	20.7628	0.1965
70	20.7667	0.2010
71	20.7619	0.1959
72	20.7625	0.2030
73	20.7556	0.2020
74	20.7539	0.2069
75	20.7536	0.2134
76	20.7495	0.2105
77	20.7469	0.2155
78	20.7451	0.2112
79	20.7469	0.2225
80	20.7440	0.2145
81	20.7436	0.2183
82	20.7405	0.2215
83	20.7370	0.2199
84	20.7419	0.2181
85	20.7395	0.2267
86	20.7355	0.2246
87	20.7346	0.2230
88	20.7318	0.2288
89	20.7328	0.2248
90	20.7315	0.2285
91	20.7337	0.2282
92	20.7328	0.2278
93	20.7283	0.2282
94	20.7296	0.2311
95	20.7335	0.2300
96	20.7319	0.2291
97	20.7307	0.2313
98	20.7301	0.2305
99	20.7264	0.2318
100	20.7271	0.2327
101	20.7269	0.2325
