1	0.0303
2	0.0294
3	0.0309
4	0.0327
5	0.0252
6	0.0292
7	0.0303
8	0.0269
9	0.0243
10	0.0267
11	0.0329
12	0.0291
13	0.0294
14	0.0286
15	0.0267
16	0.0311
17	0.0298
18	0.0272
19	0.0288
20	0.0300
21	0.0300
22	0.0238
23	0.0288
24	0.0337
25	0.0328
26	0.0308
27	0.0294
28	0.0321
29	0.0304
30	0.0284
31	0.0259
32	0.0272
33	0.0297
34	0.0286
35	0.0276
36	0.0281
37	0.0306
38	0.0281
39	0.0336
40	0.0301
41	0.0296
42	0.0271
43	0.0320
44	0.0326
45	0.0294
46	0.0284
47	0.0322
48	0.0374
49	0.0348
50	0.0416
51	0.0384
52	0.0445
53	0.0448
54	0.0510
55	0.0511
56	0.0563
57	0.0586
58	0.0606
59	0.0622
60	0.0641
61	0.0649
62	0.0729
63	0.0705
64	0.0741
65	0.0735
66	0.0800
67	0.0787
68	0.0828
69	0.0821
70	0.0845
71	0.0903
72	0.0884
73	0.0966
74	0.0963
75	0.0957
76	0.0977
77	0.1011
78	0.0997
79	0.1025
80	0.1021
81	0.1027
82	0.0994
83	0.1025
84	0.1033
85	0.0990
86	0.1021
87	0.0987
88	0.1003
89	0.0988
90	0.0949
91	0.0997
92	0.0998
93	0.0953
94	0.0982
95	0.0979
96	0.0989
97	0.0966
98	0.0971
99	0.0933
100	0.0961
101	0.0941
102	0.0978
103	0.0985
104	0.0925
105	0.0967
106	0.0974
107	0.0915
108	0.0947
109	0.0948
110	0.0962
111	0.1006
112	0.0988
113	0.1024
114	0.1027
115	0.1042
116	0.1077
117	0.1116
118	0.1151
119	0.1135
120	0.1172
121	0.1181
122	0.1237
123	0.1216
124	0.1280
125	0.1264
126	0.1294
127	0.1230
128	0.1272
129	0.1244
130	0.1255
131	0.1248
132	0.1254
133	0.1253
134	0.1266
135	0.1247
136	0.1228
137	0.1252
138	0.1276
139	0.1219
140	0.1224
141	0.1207
142	0.1251
143	0.1203
144	0.1278
145	0.1267
146	0.1334
147	0.1370
148	0.1389
149	0.1398
150	0.1402
151	0.1399
152	0.1455
153	0.1441
154	0.1465
155	0.1522
156	0.1540
157	0.1563
158	0.1561
159	0.1527
160	0.1530
161	0.1495
162	0.1518
163	0.1522
164	0.1521
165	0.1514
166	0.1496
167	0.1480
168	0.1518
169	0.1483
170	0.1511
171	0.1464
172	0.1477
173	0.1496
174	0.1513
175	0.1531
176	0.1532
177	0.1524
178	0.1537
179	0.1560
180	0.1592
181	0.1637
182	0.1610
183	0.1594
184	0.1633
185	0.1599
186	0.1597
187	0.1574
188	0.1590
189	0.1582
190	0.1609
191	0.1573
192	0.1639
193	0.1686
194	0.1676
195	0.1666
196	0.1727
197	0.1717
198	0.1704
199	0.1739
200	0.1700
201	0.1750
202	0.1722
203	0.1711
204	0.1740
205	0.1709
206	0.1696
207	0.1703
208	0.1747
209	0.1770
210	0.1790
211	0.1785
212	0.1814
213	0.1866
214	0.1818
215	0.1874
216	0.1849
217	0.1792
218	0.1860
219	0.1840
220	0.1815
221	0.1823
222	0.1814
223	0.1829
224	0.1884
225	0.1847
226	0.1854
227	0.1944
228	0.1896
229	0.1931
230	0.1910
231	0.1953
232	0.1941
233	0.1894
234	0.1925
235	0.1911
236	0.1920
237	0.1908
238	0.1915
239	0.1952
240	0.1975
241	0.1961
242	0.1985
243	0.1948
244	0.1963
245	0.1952
246	0.1958
247	0.1975
248	0.2003
249	0.2001
250	0.1997
251	0.1999
252	0.1981
253	0.1983
254	0.2005
255	0.2024
256	0.1998
257	0.2074
258	0.2042
259	0.2066
260	0.2036
261	0.2047
262	0.2038
263	0.2052
264	0.2090
265	0.2154
266	0.2072
267	0.2088
268	0.2105
269	0.2066
270	0.2084
271	0.2078
272	0.2127
273	0.2135
274	0.2125
275	0.2132
276	0.2139
277	0.2106
278	0.2124
279	0.2132
280	0.2174
281	0.2175
282	0.2166
283	0.2189
284	0.2180
285	0.2163
286	0.2152
287	0.2208
288	0.2191
289	0.2196
290	0.2180
291	0.2231
292	0.2205
293	0.2202
294	0.2173
295	0.2216
296	0.2265
297	0.2275
298	0.2276
299	0.2240
300	0.2234
301	0.2245
