0.00	20.7684	0.2001
0.34	20.7662	0.2010
0.59	20.7644	0.1996
0.84	20.7688	0.2008
1.07	20.7682	0.2007
1.32	20.7655	0.2005
1.57	20.7677	0.1996
1.82	20.7686	0.2004
2.07	20.7684	0.2000
2.34	20.7658	0.1999
2.59	20.7686	0.1998
2.82	20.7613	0.2009
3.09	20.7659	0.1993
3.32	20.7690	0.2001
3.70	20.7646	0.1994
3.92	20.7653	0.2006
4.17	20.7696	0.2002
4.40	20.7692	0.1999
4.64	20.7676	0.1996
4.90	20.7679	0.1995
5.15	20.7682	0.2006
5.39	20.7679	0.1998
5.65	20.7673	0.1997
5.90	20.7677	0.2003
6.14	20.7637	0.2013
6.39	20.7647	0.2002
6.64	20.7680	0.1999
6.89	20.7665	0.1993
7.20	20.7676	0.1995
7.45	20.7635	0.2003
7.70	20.7667	0.1996
7.94	20.7659	0.2009
8.20	20.7631	0.2007
8.44	20.7670	0.2011
8.69	20.7648	0.2013
8.94	20.7645	0.1999
9.19	20.7628	0.2002
9.44	20.7636	0.2017
9.69	20.7654	0.2011
9.94	20.7600	0.1998
10.19	20.7607	0.1999
10.55	20.7611	0.2000
10.77	20.7664	0.2006
11.00	20.7651	0.2007
11.25	20.7656	0.1995
11.52	20.7644	0.1997
11.75	20.7682	0.2014
12.00	20.7681	0.2001
12.25	20.7652	0.2001
12.50	20.7674	0.1998
12.75	20.7633	0.2004
13.00	20.7621	0.2006
13.25	20.7650	0.1998
13.52	20.7644	0.2005
13.75	20.7616	0.2004
14.09	20.7666	0.2012
14.32	20.7704	0.2004
14.59	20.7676	0.2011
14.84	20.7627	0.2007
15.09	20.7652	0.1998
15.34	20.7695	0.1995
15.60	20.7713	0.2003
15.84	20.7668	0.2012
16.09	20.7693	0.1999
16.34	20.7668	0.1995
16.59	20.7656	0.2010
16.85	20.7697	0.2003
17.09	20.7643	0.1997
17.45	20.7668	0.2003
17.69	20.7694	0.2006
17.90	20.7645	0.2002
18.17	20.7661	0.1997
18.40	20.7657	0.2011
18.67	20.7627	0.1997
18.90	20.7685	0.1998
19.17	20.7660	0.2005
19.40	20.7656	0.2006
19.67	20.7645	0.1997
19.92	20.7656	0.2001
20.15	20.7638	0.1994
20.42	20.7683	0.2002
20.65	20.7653	0.1999
20.99	20.7649	0.1998
21.22	20.7644	0.2007
21.49	20.7671	0.1990
21.72	20.7656	0.2001
21.99	20.7640	0.1999
22.22	20.7641	0.2005
22.47	20.7649	0.2002
22.72	20.7658	0.2007
22.97	20.7691	0.1999
23.22	20.7633	0.2046
23.47	20.7564	0.2067
23.70	20.7575	0.2064
23.97	20.7611	0.2053
24.32	20.7605	0.2054
24.52	20.7695	0.2038
24.79	20.7601	0.2042
25.02	20.7616	0.2032
25.27	20.7613	0.2037
25.52	20.7584	0.2051
25.77	20.7598	0.2038
26.02	20.7582	0.2042
26.27	20.7599	0.2044
26.52	20.7618	0.2047
26.77	20.7579	0.2041
27.02	20.7568	0.2056
27.27	20.7586	0.2052
27.52	20.7623	0.2044
27.85	20.7605	0.2048
28.09	20.7621	0.2043
28.35	20.7588	0.2052
28.60	20.7582	0.2048
28.84	20.7615	0.2057
29.10	20.7564	0.2059
29.35	20.7615	0.2059
29.60	20.7633	0.2054
29.85	20.7582	0.2054
30.09	20.7602	0.2077
30.34	20.7606	0.2060
30.60	20.7587	0.2060
30.85	20.7578	0.2050
31.22	20.7609	0.2058
31.44	20.7613	0.2055
31.67	20.7539	0.2059
31.92	20.7592	0.2053
32.19	20.7618	0.2044
