125	20.8279	0.1264
126	20.8312	0.1294
127	20.8335	0.1230
128	20.8347	0.1272
129	20.8296	0.1244
130	20.8343	0.1255
131	20.8322	0.1248
132	20.8361	0.1254
133	20.8364	0.1253
134	20.8351	0.1266
135	20.8331	0.1247
136	20.8357	0.1228
137	20.8361	0.1252
138	20.8338	0.1276
139	20.8339	0.1219
140	20.8344	0.1224
141	20.8346	0.1207
142	20.8345	0.1251
143	20.8344	0.1203
144	20.8348	0.1278
145	20.8273	0.1267
146	20.8274	0.1334
147	20.8263	0.1370
148	20.8243	0.1389
149	20.8249	0.1398
150	20.8202	0.1402
151	20.8214	0.1399
152	20.8155	0.1455
153	20.8134	0.1441
154	20.8109	0.1465
155	20.8118	0.1522
156	20.8108	0.1540
157	20.8045	0.1563
158	20.8095	0.1561
159	20.8024	0.1527
160	20.8068	0.1530
161	20.8062	0.1495
162	20.8046	0.1518
163	20.8070	0.1522
164	20.8091	0.1521
165	20.8059	0.1514
166	20.8066	0.1496
167	20.8102	0.1480
168	20.8106	0.1518
169	20.8079	0.1483
170	20.8125	0.1511
171	20.8155	0.1464
172	20.8116	0.1477
173	20.8130	0.1496
174	20.8088	0.1513
175	20.8088	0.1531
176	20.8053	0.1532
177	20.8090	0.1524
178	20.8051	0.1537
179	20.8027	0.1560
180	20.7999	0.1592
181	20.7988	0.1637
182	20.7980	0.1610
183	20.7995	0.1594
184	20.7973	0.1633
185	20.7995	0.1599
186	20.8004	0.1597
187	20.7984	0.1574
188	20.7961	0.1590
189	20.8019	0.1582
190	20.8017	0.1609
191	20.7962	0.1573
192	20.7960	0.1639
193	20.7924	0.1686
194	20.7943	0.1676
195	20.7912	0.1666
196	20.7843	0.1727
197	20.7867	0.1717
198	20.7860	0.1704
199	20.7887	0.1739
200	20.7864	0.1700
201	20.7858	0.1750
202	20.7916	0.1722
203	20.7921	0.1711
204	20.7867	0.1740
205	20.7883	0.1709
206	20.7891	0.1696
207	20.7884	0.1703
208	20.7884	0.1747
209	20.7812	0.1770
210	20.7817	0.1790
211	20.7813	0.1785
212	20.7788	0.1814
213	20.7756	0.1866
214	20.7727	0.1818
215	20.7758	0.1874
216	20.7770	0.1849
217	20.7759	0.1792
218	20.7812	0.1860
219	20.7798	0.1840
220	20.7763	0.1815
221	20.7794	0.1823
222	20.7784	0.1814
223	20.7735	0.1829
224	20.7783	0.1884
225	20.7717	0.1847
226	20.7685	0.1854
227	20.7712	0.1944
228	20.7717	0.1896
229	20.7628	0.1931
230	20.7713	0.1910
231	20.7652	0.1953
232	20.7652	0.1941
233	20.7690	0.1894
234	20.7671	0.1925
235	20.7684	0.1911
236	20.7657	0.1920
237	20.7693	0.1908
238	20.7664	0.1915
239	20.7686	0.1952
240	20.7679	0.1975
241	20.7650	0.1961
242	20.7630	0.1985
243	20.7621	0.1948
244	20.7643	0.1963
245	20.7623	0.1952
246	20.7691	0.1958
247	20.7599	0.1975
248	20.7612	0.2003
249	20.7574	0.2001
250	20.7542	0.1997
251	20.7610	0.1999
252	20.7575	0.1981
253	20.7589	0.1983
254	20.7583	0.2005
255	20.7607	0.2024
256	20.7549	0.1998
257	20.7548	0.2074
258	20.7543	0.2042
259	20.7566	0.2066
260	20.7575	0.2036
261	20.7551	0.2047
262	20.7558	0.2038
263	20.7566	0.2052
264	20.7533	0.2090
265	20.7499	0.2154
266	20.7486	0.2072
267	20.7518	0.2088
268	20.7513	0.2105
269	20.7512	0.2066
270	20.7491	0.2084
271	20.7504	0.2078
272	20.7463	0.2127
273	20.7497	0.2135
274	20.7468	0.2125
275	20.7430	0.2132
276	20.7465	0.2139
277	20.7488	0.2106
278	20.7487	0.2124
279	20.7457	0.2132
280	20.7460	0.2174
281	20.7404	0.2175
282	20.7432	0.2166
283	20.7410	0.2189
284	20.7443	0.2180
285	20.7440	0.2163
286	20.7456	0.2152
287	20.7411	0.2208
288	20.7392	0.2191
289	20.7367	0.2196
290	20.7396	0.2180
291	20.7390	0.2231
292	20.7355	0.2205
293	20.7407	0.2202
294	20.7427	0.2173
295	20.7353	0.2216
296	20.7372	0.2265
297	20.7368	0.2275
298	20.7350	0.2276
299	20.7354	0.2240
300	20.7344	0.2234
301	20.7354	0.2245
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
